Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rs_max,Rs_maxday,Rs_min,Rs_minday,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,Lat_Adj,Long_Adj,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual
4243,00:00.0,5317,Ruehr,,,BBL,Switzerland,,LŠgeren,2007,1.5,47.47833333,8.364388889,680,None,,,100,Fraxinus excelsior,Temperate,Forest,Managed,Deciduous,Mature,Haplic cambisols,Dry,,,,,,8.4,930,,,,IRGA,17.5,1,Exclusion,778,,,,,,,,386,502,0.5,,,,,,,,,,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.61,5,2.36,333,10,-46.02,,,2.36,,2.66,2.66,,,,,,,,,,,,,,,,,,,,6,,,,,,61.5,,3900,10,,-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922
3856,00:00.0,5325,Deng,,,BBL,China,Guangzhou,South China Botanical Garden,2007,1,23.333,113.5,,None,,,3,Acmena acuminatissima; Castanopsis hystrix; Ormosia pinnata; Pinus massoniana; Schima superba; Syzygium hancei,Subtropical,Forest,Managed,Evergreen,Aggrading,Laterite,Dry,,,,,,21.5,1750,,,,IRGA,7,1,,941,19,33,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,28,90,0.57,5,0.887,0.0449,0,,,Positive,1.389702511,,,1.566744657,,,10,28,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.333,0.5,23.25,113.75,1837.47,22.52,1464.6,23.24,2007,357.152,0.437,-1.044,21.199
3860,00:00.0,5325,Deng,,,BBL,China,Guangzhou,South China Botanical Garden,2008,1,23.333,113.5,,None,,,4,Acmena acuminatissima; Castanopsis hystrix; Ormosia pinnata; Pinus massoniana; Schima superba; Syzygium hancei,Subtropical,Forest,Managed,Evergreen,Aggrading,Laterite,Dry,,,,,,21.5,1750,,,,IRGA,7,1,,987,3,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,28,90,0.57,5,0.887,0.0449,0,,,Positive,1.389702511,,,1.566744657,,,10,28,,,,,,,,,,,,,,,,,,,1310,455,,,,,,,-0.333,0.5,23.25,113.75,1837.47,22.52,2185,22.58,2008,357.152,0.437,0.973,21.199
3864,00:00.0,5326,Fang,,,BBL,China,,Daxinganling,2004,3,50.93333333,121.5,810,None,,,,Larix gmelinii,Boreal,Forest,Natural,Evergreen,Mature,Greyzems,Dry,,25.14,52,28,10,-5.4,500,,,,Gas chromatography,18,1,,493,7,,,,,,,,,,,,,,2.306031818,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,-10,15,,0.96,10,124.17,0.11,0,,,,2.354970298,3.08,3.08,,,3.08,-10,15,,,,,,,,,,,,250,,,0.85,,,5610,,,,240,,14620,20,,0.067,0.5,50.75,121.75,453.56,-4.68,375.7,-4.03,2004,86.536,0.904,-0.9,1.08
3865,00:00.0,5326,Fang,,,BBL,China,,Changbaishan,2004,3,42.4,128.0833333,740,None,,,,Pinus koraiensis; Tilia amurensis; Fraxinus mandshurica; Quercus mortgolica,Temperate,Forest,Natural,Deciduous,Mature,Luvisols,Dry,,21.84,20,42,25,2.8,750,,,,Gas chromatography,18,1,,548,34,,,,,,,,,,,,,,2.455090909,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,-5,20,,0.85,10,106.11,0.1,0,,,,1.820939929,2.61,2.61,2.61,2.61,2.61,-5,20,,,,,,,,,,,,452,,,1.763,,,6720,,,,282,,11500,20,,-0.4,-0.083,42.25,128.25,764.26,1.76,752.9,2.98,2004,113.512,0.661,-0.1,5.52
3866,00:00.0,5326,Fang,,,BBL,China,,Dinghushan,2004,3,23.16666667,112.5666667,300,None,,,,Schima superba; Syzgium jambos; Castanopsis chiensis,Subtropical,Forest,Natural,Evergreen,Mature,Ferrasols,Dry,,21.8,20,20,26,20.9,1564,,,,Gas chromatography,18,1,,965,76,,,,,,,,,,,,,,3.388902273,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,10,30,,0.61,10,85.41,0.07,0,,,,1.085824613,,,2.05,,2.05,10,30,,,,,,,,,,,,842,,,3.84,,,8770,,,,490,,8800,20,,-0.167,0.433,23.25,112.75,1715.28,21.99,1435.9,22.23,2004,284.431,0.362,-0.982,21.03
3867,00:00.0,5326,Fang,,,BBL,China,,Xishuangbanna,2004,3,21.93333333,101.2666667,720,None,,,,Pometia tomentosa; Terminalia myriocarpa; Myristica yunnanensis; Horsfieldia tetratepala; Homalium laoticum,Tropical,Forest,Natural,Evergreen,Mature,Lixisols,Dry,,11.33,17,21,54,21.4,1557,,,,Gas chromatography,18,1,,942,137,,,,,,,,,,,,,,3.168236364,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,15,25,,0.49,10,87.53,0.08,0,,,,1.229808065,,,,,2.16,15,25,,,,,,,,,,,,1156,,,1.809,,,7350,,,,306,,7530,20,,0.067,-0.267,21.75,101.25,1557.01,19.46,1466.3,19.08,2004,175.214,0.413,-0.518,19.37
3868,00:00.0,5327,Sheng,,,BBL,China,Fujian,Wanmulin Nature Reserve,2005,1,27.03333333,118.1333333,410,None,,500,500,Altingia gralilipes; Castanopsis carlesii; Schima superba; Cinnamomum chekiangense,Subtropical,Forest,Natural,Evergreen,Mature,Red soil (hapludult),Dry,0.94,,,,,18.7,1664,1466,,,IRGA,30,1,,1968,201,94,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,5,30,,0.6407,5,49.259,0.0743,0,,,Positive,2.39708064,,2.102232762,2.102232762,,2.102232762,5,30,,,,,,,,,,,,317.5,,,,,,,,,,266,,6826,,,-0.033,-0.133,27.25,118.25,1754.03,17.13,1478.3,17.11,2005,322.229,0.354,-0.856,20.358
3869,00:00.0,5327,Sheng,,,BBL,China,Fujian,TSEB,2005,1,27.03333333,118.1333333,410,None,,20,20,Schima superba; Lithocarpus glaber; Rhus chinensis,Subtropical,Forest,Unmanaged,Evergreen,Aggrading,Red soil (hapludult),Dry,1.09,,,,,18.7,1664,1466,,,IRGA,30,1,,1192,102,118,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,8,28,,0.7908,5,18.989,0.0996,0,,,Positive,1.190078616,,,2.707430418,,2.707430418,8,28,,,,,,,,,,,,256.5,,,,,,,,,,232.5,,3351,,,-0.033,-0.133,27.25,118.25,1754.03,17.13,1478.3,17.11,2005,322.229,0.354,-0.856,20.358
3870,00:00.0,5327,Sheng,,,BBL,China,Fujian,TSEB,2005,1,27.03333333,118.1333333,410,None,,20,20,Cunninhamia laceolata,Subtropical,Forest,Managed,Evergreen,Aggrading,Red soil (hapludult),Dry,1.08,,,,,18.7,1664,1466,,,IRGA,30,1,,927,101,49,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,8,28,,0.7629,5,17.031,0.0907,0,,,Positive,0.976475828,,,2.476880734,,2.476880734,8,28,,,,,,,,,,,,114,,,,,,,,,,136.5,,3746,,,-0.033,-0.133,27.25,118.25,1754.03,17.13,1478.3,17.11,2005,322.229,0.354,-0.856,20.358
3871,00:00.0,5327,Sheng,,,BBL,China,Fujian,TSEB,2005,1,27.03333333,118.1333333,410,None,,20,20,Schima superba,Subtropical,Forest,Managed,Evergreen,Aggrading,Red soil (hapludult),Dry,1.1,,,,,18.7,1664,1466,,,IRGA,30,1,,1026,79,21,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,9,29,,0.6998,5,17.468,0.0895,0,,,Positive,0.989584759,,,2.447335789,,2.447335789,9,29,,,,,,,,,,,,217.5,,,,,,,,,,134.5,,3541,,,-0.033,-0.133,27.25,118.25,1754.03,17.13,1478.3,17.11,2005,322.229,0.354,-0.856,20.358
3874,00:00.0,5327,Sheng,,,BBL,China,Fujian,Wanmulin Nature Reserve,2006,1,27.03333333,118.1333333,410,None,,500,500,Altingia gralilipes; Castanopsis carlesii; Schima superba; Cinnamomum chekiangense,Subtropical,Forest,Natural,Evergreen,Mature,Red soil (hapludult),Dry,0.94,,,,,18.7,1664,1466,,,IRGA,30,1,,1835,223,45,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,5,30,,0.6407,5,49.259,0.0743,0,,,Positive,2.39708064,,2.102232762,2.102232762,,2.102232762,5,30,,,,,,,,,,,,317.5,,,,,,,,,,266,,6826,,,-0.033,-0.133,27.25,118.25,1754.03,17.13,2177.6,17.38,2006,322.229,0.354,1.314,20.358
3875,00:00.0,5327,Sheng,,,BBL,China,Fujian,TSEB,2006,1,27.03333333,118.1333333,410,None,,20,20,Schima superba; Lithocarpus glaber; Rhus chinensis,Subtropical,Forest,Unmanaged,Evergreen,Aggrading,Red soil (hapludult),Dry,1.09,,,,,18.7,1664,1466,,,IRGA,30,1,,1359,87,104,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,8,28,,0.7908,5,18.989,0.0996,0,,,Positive,1.190078616,,,2.707430418,,2.707430418,8,28,,,,,,,,,,,,256.5,,,,,,,,,,232.5,,3351,,,-0.033,-0.133,27.25,118.25,1754.03,17.13,2177.6,17.38,2006,322.229,0.354,1.314,20.358
3876,00:00.0,5327,Sheng,,,BBL,China,Fujian,TSEB,2006,1,27.03333333,118.1333333,410,None,,20,20,Cunninhamia laceolata,Subtropical,Forest,Managed,Evergreen,Aggrading,Red soil (hapludult),Dry,1.08,,,,,18.7,1664,1466,,,IRGA,30,1,,997,95,31,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,8,28,,0.7629,5,17.031,0.0907,0,,,Positive,0.976475828,,,2.476880734,,2.476880734,8,28,,,,,,,,,,,,114,,,,,,,,,,136.5,,3746,,,-0.033,-0.133,27.25,118.25,1754.03,17.13,2177.6,17.38,2006,322.229,0.354,1.314,20.358
3877,00:00.0,5327,Sheng,,,BBL,China,Fujian,TSEB,2006,1,27.03333333,118.1333333,410,None,,20,20,Schima superba,Subtropical,Forest,Managed,Evergreen,Aggrading,Red soil (hapludult),Dry,1.1,,,,,18.7,1664,1466,,,IRGA,30,1,,996,91,2,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,9,29,,0.6998,5,17.468,0.0895,0,,,Positive,0.989584759,,,2.447335789,,2.447335789,9,29,,,,,,,,,,,,217.5,,,,,,,,,,134.5,,3541,,,-0.033,-0.133,27.25,118.25,1754.03,17.13,2177.6,17.38,2006,322.229,0.354,1.314,20.358
3880,00:00.0,5327,Sheng,,,BBL,China,Fujian,Wanmulin Nature Reserve,2007,1,27.03333333,118.1333333,410,None,,500,500,Altingia gralilipes; Castanopsis carlesii; Schima superba; Cinnamomum chekiangense,Subtropical,Forest,Natural,Evergreen,Mature,Red soil (hapludult),Dry,0.94,,,,,18.7,1664,1466,,,IRGA,30,1,,1771,220,0,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,5,30,,0.6407,5,49.259,0.0743,0,,,Positive,2.39708064,,2.102232762,2.102232762,,2.102232762,5,30,,,,,,,,,,,,317.5,,,,,,,,,,266,,6826,,,-0.033,-0.133,27.25,118.25,1754.03,17.13,1480.4,17.67,2007,322.229,0.354,-0.849,20.358
3881,00:00.0,5327,Sheng,,,BBL,China,Fujian,TSEB,2007,1,27.03333333,118.1333333,410,None,,20,20,Schima superba; Lithocarpus glaber; Rhus chinensis,Subtropical,Forest,Unmanaged,Evergreen,Aggrading,Red soil (hapludult),Dry,1.09,,,,,18.7,1664,1466,,,IRGA,30,1,,1211,83,0,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,8,28,,0.7908,5,18.989,0.0996,0,,,Positive,1.190078616,,,2.707430418,,2.707430418,8,28,,,,,,,,,,,,256.5,,,,,,,,,,232.5,,3351,,,-0.033,-0.133,27.25,118.25,1754.03,17.13,1480.4,17.67,2007,322.229,0.354,-0.849,20.358
3882,00:00.0,5327,Sheng,,,BBL,China,Fujian,TSEB,2007,1,27.03333333,118.1333333,410,None,,20,20,Cunninhamia laceolata,Subtropical,Forest,Managed,Evergreen,Aggrading,Red soil (hapludult),Dry,1.08,,,,,18.7,1664,1466,,,IRGA,30,1,,954,110,0,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,8,28,,0.7629,5,17.031,0.0907,0,,,Positive,0.976475828,,,2.476880734,,2.476880734,8,28,,,,,,,,,,,,114,,,,,,,,,,136.5,,3746,,,-0.033,-0.133,27.25,118.25,1754.03,17.13,1480.4,17.67,2007,322.229,0.354,-0.849,20.358
3883,00:00.0,5327,Sheng,,,BBL,China,Fujian,TSEB,2007,1,27.03333333,118.1333333,410,None,,20,20,Schima superba,Subtropical,Forest,Managed,Evergreen,Aggrading,Red soil (hapludult),Dry,1.1,,,,,18.7,1664,1466,,,IRGA,30,1,,999,87,0,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,9,29,,0.6998,5,17.468,0.0895,0,,,Positive,0.989584759,,,2.447335789,,2.447335789,9,29,,,,,,,,,,,,217.5,,,,,,,,,,134.5,,3541,,,-0.033,-0.133,27.25,118.25,1754.03,17.13,1480.4,17.67,2007,322.229,0.354,-0.849,20.358
4125,00:00.0,5436,Wang,,,BBL,USA,Virginia,Blady Experimental Farm,2004.5,3,39.15,-78.1,,None,,,3,Solidago spp.,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Ultisol (silt loam),Dry,,,,,,11.8,940,,,,IRGA,21,1,,1093,,,,,,,,,,,2.31,5.94,2.64,0.91,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,25,,,2,1.39,0.07,0,,,None,2.799,1.96,1.96,1.96,1.96,,,,,,,,,,561,431,129,,,,,,,,,,,,,,,,,,-0.15,0.1,39.25,-78.25,958.72,12.36,1127.4,12.36,2005,162.727,0.597,1.037,11.163
4126,00:00.0,5436,Wang,,,BBL,USA,Virginia,Blady Experimental Farm,2005.5,1.5,39.15,-78.1,,None,,,5,Carduus spp.; Solidago spp.,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Ultisol (silt loam),Dry,,,,,,11.8,940,,,,IRGA,21,1,,1093,,,,,,,,,,,2.29,5.99,2.81,1.16,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,25,,,2,1.55,0.06,0,,,Positive,2.824,1.85,1.85,1.85,1.85,,,,,,,,,,360,277,83,,,,,,,,,,,,,,,,,,-0.15,0.1,39.25,-78.25,958.72,12.36,941.5,12.93,2006,162.727,0.597,-0.106,11.163
4127,00:00.0,5436,Wang,,,BBL,USA,Virginia,Blady Experimental Farm,2004.5,3,39.15,-78.1,,None,,,19,Solidago spp.; Solanum carolinense; Rhamnus spp.; Celastrus spp.; Lonicera japonica; Rhus spp.; Robinia pseudo_acacia,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Ultisol (silt loam),Dry,,,,,,11.8,940,,,,IRGA,21,1,,1096,,,,,,,,,,,2.24,6.46,2.78,0.85,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,25,,,2,1.24,0.08,0,,,None,2.76,2.18,2.18,2.18,2.18,,,,,,,,,,401,221,180,,,,,,,,,,,,,,,,,,-0.15,0.1,39.25,-78.25,958.72,12.36,1127.4,12.36,2005,162.727,0.597,1.037,11.163
4128,00:00.0,5436,Wang,,,BBL,USA,Virginia,Blady Experimental Farm,2004.5,3,39.15,-78.1,,None,,,20,Solidago spp.; Rhamnaceae spp.; Maclura pomifera,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Ultisol (silt loam),Dry,,,,,,11.8,940,,,,IRGA,21,1,,1096,,,,,,,,,,,,6.1,2.62,0.89,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,25,,,2,1.47,0.07,0,,,None,2.96,1.92,1.92,1.92,1.92,,,,,,,,,,703,387,316,,,,,,,,,,,,,,,,,,-0.15,0.1,39.25,-78.25,958.72,12.36,1127.4,12.36,2005,162.727,0.597,1.037,11.163
4129,00:00.0,5436,Wang,,,BBL,USA,Virginia,Blady Experimental Farm,2004.5,3,39.15,-78.1,,None,,,90,Quercus velutina; Quercus alba; Carya ovata; Liriodendron tulipifera; Prunus serotina; Acer rubrum; Asimina triloba,Temperate,Forest,Natural,Deciduous,Mature,Ultisol (silt loam),Dry,,,,,,11.8,940,,,,IRGA,21,1,,1087,,,,,,,,,,,2.23,5.74,2.85,1.12,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,25,,,2,0.99,0.09,0,,,None,2.435,2.29,2.29,2.29,2.29,,,,,,,,,,2124,1296,549,,,,,,,,,,,,,,,,,,-0.15,0.1,39.25,-78.25,958.72,12.36,1127.4,12.36,2005,162.727,0.597,1.037,11.163
4130,00:00.0,5436,Wang,,,BBL,USA,Virginia,Blady Experimental Farm,2005.5,1.5,39.15,-78.1,,None,,,80,Quercus alba; Lindera benzoin; Rhamnaceae spp.,Temperate,Forest,Natural,Deciduous,Mature,Ultisol (silt loam),Dry,,,,,,11.8,940,,,,IRGA,21,1,,1087,,,,,,,,,,,2.42,5.36,2.95,1.38,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,25,,,2,1.59,0.06,0,,,Positive,2.897,1.87,1.87,1.87,1.87,,,,,,,,,,1647,1005,492,,,,,,,,,,,,,,,,,,-0.15,0.1,39.25,-78.25,958.72,12.36,941.5,12.93,2006,162.727,0.597,-0.106,11.163
3958,00:00.0,5441,Tian,,,BBL,China,Hunan,Tianjiling Forestry Park,2006,1,28.10833333,113.025,100,None,,,31,Cinnamomum camphora,Subtropical,Forest,Unmanaged,Evergreen,Mature,Red clay soil,Dry,1.41,7.66,,,,17.2,1456,,,,IRGA,,,,989,,,6.165,209,0.233,30,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,30,,0.93,5,0.1598,0.1377,0,,,Mixed,0.633286568,,3.962994792,3.962994792,,3.962994792,3,30,,,,,,,,,,,,501.7,,,,,,,,,,97.9,,,,,-0.108,-0.025,28.25,113.25,1416.64,17.47,1314.8,18.28,2006,224.606,0.513,-0.453,17.84
3959,00:00.0,5441,Tian,,,BBL,China,Hunan,Tianjiling Forestry Park,2006,1,28.10833333,113.025,100,None,,,21,Liquidambar formosana,Subtropical,Forest,Unmanaged,Evergreen,Mature,Red clay soil,Dry,1.59,8.42,,,,17.2,1456,,,,IRGA,,,,529,,,2.655,189,0.141,30,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,30,,0.93,5,0.2177,0.0962,0,,,Mixed,0.569704593,,2.616925093,2.616925093,,2.616925093,3,30,,,,,,,,,,,,465.75,,,,,,,,,,41.3,,,,,-0.108,-0.025,28.25,113.25,1416.64,17.47,1314.8,18.28,2006,224.606,0.513,-0.453,17.84
4160,00:00.0,5467,Lee,,Q01,BBL,South Korea,Gyeonggido,Gwangneung Forest,2005,1,37.75,127.167,,None,,,65,Abies holophylla,Temperate,Forest,Unmanaged,Evergreen,Mature,Inceptisols,Dry,1.05,,63.3,36,0.7,11.5,1505,,,1642,IRGA,30,1,,909,,51,7.26,195,0.2841,1,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,1,25,,0.97,12,44.07,0.15,0,,,Mixed,1.246894175,4.48168907,4.48168907,4.48168907,4.48168907,,,,,,,,,,,,,,,,,,,5.17,53,,,,,,780,4770,30,,0.25,-0.167,37.75,127.25,1470.91,9.38,1494.5,8.48,2005,272.708,0.536,0.087,10.893
4161,00:00.0,5467,Lee,,Q01,BBL,South Korea,Gyeonggido,Gwangneung Forest,2005,1,37.75,127.167,,None,,,72,Quercus serrata; Quercus variabilis; Quercus mongolica,Temperate,Forest,Natural,Evergreen,Mature,Inceptisols,Dry,1.12,,43.6,51.5,4.9,11.5,1505,,,1642,IRGA,30,1,,807,,56,7.26,195,0.2841,1,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,1,25,,0.93,12,56.63,0.13,0,,,None,1.311819888,3.669296668,3.669296668,3.669296668,3.669296668,,,,,,,,,,,,,,,,,,,5.54,28.2,,,,,,695,3270,30,,0.25,-0.167,37.75,127.25,1470.91,9.38,1494.5,8.48,2005,272.708,0.536,0.087,10.893
4162,00:00.0,5467,Lee,,Q01,BBL,South Korea,Gyeonggido,Gwangneung Forest,2006,1,37.75,127.167,,None,,,65,Abies holophylla,Temperate,Forest,Unmanaged,Evergreen,Mature,Inceptisols,Dry,1.05,,63.3,36,0.7,11.5,1505,,,1625,IRGA,30,1,,837,,,6.313,195,0.158,30,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,1,25,,0.94,12,43.33,0.13,0,,,Mixed,1.003728691,3.669296668,3.669296668,3.669296668,3.669296668,,,,,,,,,,,,,,,,,,,5.17,53,,,,,,780,4770,30,,0.25,-0.167,37.75,127.25,1470.91,9.38,1711.2,9.43,2006,272.708,0.536,0.881,10.893
4163,00:00.0,5467,Lee,,Q01,BBL,South Korea,Gyeonggido,Gwangneung Forest,2006,1,37.75,127.167,,None,,,72,Quercus serrata; Quercus variabilis; Quercus mongolica,Temperate,Forest,Natural,Evergreen,Mature,Inceptisols,Dry,1.12,,43.6,51.5,4.9,11.5,1505,,,1625,IRGA,30,1,,728,,,4.672,195,0.158,30,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,1,25,,0.91,12,50.77,0.12,0,,,None,1.064156163,3.320116923,3.320116923,3.320116923,3.320116923,,,,,,,,,,,,,,,,,,,5.54,28.2,,,,,,695,3270,30,,0.25,-0.167,37.75,127.25,1470.91,9.38,1711.2,9.43,2006,272.708,0.536,0.881,10.893
4104,00:00.0,5521,Noh,,,BBL,South Korea,,Gwangeung Forest,2007.5,2,37.78361111,127.1769444,430,None,,,70,Pinus densiflora,Temperate,Forest,Natural,Evergreen,Mature,Silt loam,Dry,,,,,,11.3,1518,,,,IRGA,30,1,,621,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,2,23,,0.77,12,55.636,0.124,0,,,Mixed,1.213740598,,3.455613465,3.455613465,,,,,,,,,,,,,,,309,346,,,,4.08,39.65232796,,,,,,,,,,0.216,-0.177,37.75,127.25,1470.91,9.38,1466.4,9.61,2008,272.708,0.536,-0.017,9.901
4105,00:00.0,5521,Noh,,,BBL,South Korea,,Gwangeung Forest,2007.5,2,37.78361111,127.1769444,430,None,,,70,Pinus densiflora,Temperate,Forest,Natural,Evergreen,Mature,Silt loam,Dry,,,,,,11.3,1518,,,,IRGA,30,1,,745,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,2,23,,0.8,12,58.26,0.133,0,,,Mixed,1.390679216,,3.781043388,3.781043388,,,,,,,,,,,,,,,361,384,,,,5.15,46.46227039,,,,,,,,,,0.216,-0.177,37.75,127.25,1470.91,9.38,1466.4,9.61,2008,272.708,0.536,-0.017,9.901
4106,00:00.0,5521,Noh,,,BBL,South Korea,,Gwangeung Forest,2007.5,2,37.78361111,127.1769444,430,None,,,70,Pinus densiflora,Temperate,Forest,Natural,Evergreen,Mature,Silt loam,Dry,,,,,,11.3,1518,,,,IRGA,30,1,,696,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,2,23,,0.8,12,59.64,0.128,0,,,Mixed,1.354189351,,3.596639726,3.596639726,,,,,,,,,,,,,,,334,362,,,,4.73,32.65950635,,,,,,,,,,0.216,-0.177,37.75,127.25,1470.91,9.38,1466.4,9.61,2008,272.708,0.536,-0.017,9.901
4102,00:00.0,5522,Yashiro,,,BBL,Japan,,,2006,1,36.13333333,137.3666667,800,None,,40,40,Cryptomeria japonica,Temperate,Forest,Managed,Evergreen,Mature,Dystric cambisol,Dry,,,,,,10.6,1734,,,,IRGA,60,0.33,Extraction,690,,7,,,,,,330,360,0.47826087,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,,,,,5,116.78,0.08,0,,,,1.640774429,2.225540928,2.225540928,2.225540928,2.225540928,,,,,,,,,430,790,340,160,,,270,,,,,66.5,,,,,,,,,,-0.133,-0.367,36.25,137.25,1815.37,10.01,2058.1,10.06,2006,225.84,0.538,1.075,9.154
4103,00:00.0,5522,Yashiro,,,BBL,Japan,,,2007,1,36.13333333,137.3666667,800,None,,40,40,Cryptomeria japonica,Temperate,Forest,Managed,Evergreen,Mature,Dystric cambisol,Dry,,,,,,10.6,1734,,,,IRGA,60,0.33,Extraction,680,,,,,,,,320,360,0.470588235,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,,,,,5,116.78,0.08,0,,,,1.640774429,2.225540928,2.225540928,2.225540928,2.225540928,,,,,,,,,430,790,340,16,,,270,,,,,66.5,,,,,,,,,,-0.133,-0.367,36.25,137.25,1815.37,10.01,1573.5,10.55,2007,225.84,0.538,-1.071,9.154
4098,00:00.0,5524,Lee,,,BBL,South Korea,Gyeonggido,Gwangeung Forest,2005,1,38.23333333,127.2666667,,None,,,,Abies holophylla,Temperate,Forest,Managed,Deciduous,Mature,Inceptisols,Dry,,,,,,11.3,1365,,,,IRGA,30,1,Exclusion,781,,122,7.3864,,0.4798,,,265.54,515.46,0.34,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,23,12,0.8,12,41.05,0.147,0,,,None,1.127121859,4.349235141,4.349235141,4.349235141,4.349235141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.233,-0.267,38.25,127.25,1398.81,9.76,1394.7,8.61,2005,220.144,0.669,-0.019,11.243
