Record_number,Study_number,Author,Site_name,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual,TS_Flag,Annual_TS_Coverage,TS_Source,TAIR1,TAIR2,TAIR3,TAIR4,TAIR5,TAIR6,TAIR7,TAIR8,TAIR9,TAIR10,TAIR11,TAIR12,Rs1,Rs2,Rs3,Rs4,Rs5,Rs6,Rs7,Rs8,Rs9,Rs10,Rs11,Rs12
5819,7588,Wang,Saihanba Forestry Center,2,42.5,117.35,1400,None,,,,Pinus sylvestris,Temperate,Forest,Managed,-1.4,450.1,,,,IRGA,10,1,Extraction,464.8,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-10,20,,0.95,5,0.4294,0.1159,0,,,,1.368,42.75,117.25,405.42,1.84,416.2,2.69,2008,80.127,0.739,0.135,8,,1,Fig 6,-19.2,-14,-2,6.8,9,16,20.4,17.7,11.7,4.8,-5.5,-13.4,,,,,,,,,,,,
5820,7588,Wang,Saihanba Forestry Center,2,42.5,117.35,1400,None,,,,Larix principis-rupprechtii,Temperate,Forest,Managed,-1.4,450.1,,,,IRGA,10,1,Extraction,513.7,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-10,20,,0.89,5,0.4478,0.1263,0,,,,1.583,42.75,117.25,405.42,1.84,416.2,2.69,2008,80.127,0.739,0.135,8,,1,Fig 6,-19.2,-14,-2,6.8,9,16,20.4,17.7,11.7,4.8,-5.5,-13.4,,,,,,,,,,,,
5821,7588,Wang,Saihanba Forestry Center,2,42.5,117.35,1400,None,,,,Betula platyphylla,Temperate,Forest,Unmanaged,-1.4,450.1,,,,IRGA,10,1,Extraction,548.9,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-10,15,,0.93,5,0.5316,0.1583,0,,,,2.589,42.75,117.25,405.42,1.84,416.2,2.69,2008,80.127,0.739,0.135,6,,1,Fig 6,-19.2,-14,-2,6.8,9,16,20.4,17.7,11.7,4.8,-5.5,-13.4,,,,,,,,,,,,
5822,7596,Wangluk,Mae-Moh,1,18.67,99.78,325,None,,,43,Tectona grandis,Tropical,Forest,Unmanaged,25.3,1382.6,,,,IRGA,14,1,,326.8,,0.949,0.738,,,"Polynomial, R=a+b(T-d)+c(T-d)^2",Positive,mg CO2/m2/hr,21,28,,0.74,5,-798.76,71.714,-1.36,0,,Mixed,,18.75,99.75,1114.4,22.97,1691.1,22.49,2011,189.697,0.371,3.04,25.31,,1,Figure 4,18.8,21.5,21.9,24.2,24.3,24.5,24.5,23.8,23.9,22.9,20.9,18.7,,,,,,,,,,,,
5823,7596,Wangluk,Mae-Moh,1,18.67,99.78,325,None,,,,Tectona grandis; bamboo,Tropical,Forest,Natural,25.3,1382.6,,,,IRGA,14,1,,313.2,,0.936,0.67,,,"Polynomial, R=a+b(T-d)+c(T-d)^2",Positive,mg CO2/m2/hr,19,26,,0.87,5,-773.22,69.774,-1.3233,0,,Mixed,,18.75,99.75,1114.4,22.97,1691.1,22.49,2011,189.697,0.371,3.04,24.65,,1,Figure 4,18.8,21.5,21.9,24.2,24.3,24.5,24.5,23.8,23.9,22.9,20.9,18.7,,,,,,,,,,,,
5828,7630,Yamulki,Flanders Moss Forest,1,56.13,-4.3,,None,,43,43,Pinus contorta,Temperate,Natural,Managed,,,,,1672,IRGA,21,1,,502,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,-1,18,,0.66,15,1.429,0.107,0,,,,0.329,56.25,-4.25,1652.71,8.07,1836.1,8.2,2009,184.151,0.463,0.996,10.5,,1,Figure 1,2.6,3.3,5.1,8.2,9.5,12.9,14.3,13.8,12.2,9.4,5.8,1.3,,,,,,,,,,,,
5832,7630,Yamulki,Flanders Moss Forest,1,56.13,-4.3,,None,,43,43,Pinus contorta,Temperate,Forest,Natural,,,,,1311,IRGA,21,1,,494,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,-1,18,,0.66,15,1.429,0.107,0,,,,0.329,56.25,-4.25,1652.71,8.07,1581.4,7.03,2010,184.151,0.463,-0.387,10.7,,1,Figure 1,0.3,0.7,4,7.2,9.2,14,13.7,12.9,11.6,8.4,3.3,-1,,,,,,,,,,,,
5840,7704,Zhou,Caijiachuan,1,36.27,110.73,,None,,,,Pinus tabulaeformis,Temperate,Forest,Managed,10,579.5,1724,,,IRGA,30,0.6,,212.7272727,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,75,0.34,10,0.18,0.09,0,,,,1.31,36.25,110.75,525.04,9.37,451.9,9.47,2008,99.176,0.622,-0.737,11,,1,Figure 5,-7.6,-4.8,6.8,11.9,17.5,20.5,22.9,21.2,16,10.2,2.9,-3.9,,,,,,,,,,,,
5841,7704,Zhou,Caijiachuan,1,36.27,110.73,,None,,,,Robinia pseudoacacia,Temperate,Forest,Managed,10,579.5,1724,,,IRGA,30,0.6,,229.0909091,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,75,0.22,10,0.14,0.1,0,,,,1.06,36.25,110.75,525.04,9.37,451.9,9.47,2008,99.176,0.622,-0.737,11,,1,Figure 5,-7.6,-4.8,6.8,11.9,17.5,20.5,22.9,21.2,16,10.2,2.9,-3.9,,,,,,,,,,,,
5842,7704,Zhou,Caijiachuan,1,36.27,110.73,,None,,,,Pinus tabulaeformis; Robinia pseudoacacia,Temperate,Forest,Managed,10,579.5,1724,,,IRGA,30,0.6,,320.4545455,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,75,0.24,10,0.45,0.06,0,,,,2.09,36.25,110.75,525.04,9.37,451.9,9.47,2008,99.176,0.622,-0.737,11,,1,Figure 5,-7.6,-4.8,6.8,11.9,17.5,20.5,22.9,21.2,16,10.2,2.9,-3.9,,,,,,,,,,,,
5843,7704,Zhou,Caijiachuan,1,36.27,110.73,,None,,,,Platycladus orientalis,Temperate,Forest,Managed,10,579.5,1724,,,IRGA,30,0.6,,176.6481818,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,75,0.11,10,0.34,0.04,0,,,,1.51,36.25,110.75,525.04,9.37,451.9,9.47,2008,99.176,0.622,-0.737,11,,1,Figure 5,-7.6,-4.8,6.8,11.9,17.5,20.5,22.9,21.2,16,10.2,2.9,-3.9,,,,,,,,,,,,
5844,7704,Zhou,Caijiachuan,1,36.27,110.73,1040,None,,,,Populus davidiana,Temperate,Forest,Natural,10,579.5,1724,,,IRGA,30,0.6,,395.0454545,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,75,0.4,10,0.63,0.05,0,,,,2.52,36.25,110.75,525.04,9.37,451.9,9.47,2008,99.176,0.622,-0.737,11,,1,Figure 5,-7.6,-4.8,6.8,11.9,17.5,20.5,22.9,21.2,16,10.2,2.9,-3.9,,,,,,,,,,,,
5877,8334,Yan,Tianjiling National Park,1,28.11,113.03,,None,,,24,Cinnamomum camphora,Subtropical,Forest,Managed,17.2,1422,,,,IRGA,14,1,,1336,193,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.38,5,0.9282,0.0701,0,,,,,28.25,113.25,1416.64,17.47,898.5,17.54,2011,224.606,0.513,-2.307,17.3,,1,Table II,2.1,8.4,10.8,18.6,22.4,25.7,29.7,27.8,24.1,18.4,15.7,6.8,,,,,,,,,,,,
5878,8334,Yan,Tianjiling National Park,1,28.11,113.03,,None,,,24,Liquidambar acalycina,Subtropical,Forest,Managed,17.2,1422,,,,IRGA,14,1,,621,79,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.38,5,0.862,0.0515,0,,,,,28.25,113.25,1416.64,17.47,898.5,17.54,2011,224.606,0.513,-2.307,17.4,,1,Table II,2.1,8.4,10.8,18.6,22.4,25.7,29.7,27.8,24.1,18.4,15.7,6.8,,,,,,,,,,,,
5879,8334,Yan,Tianjiling National Park,1,28.11,113.03,,None,,,24,Pinus massoniana,Subtropical,Forest,Managed,17.2,1422,,,,IRGA,14,1,,746,68,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.38,5,0.862,0.0515,0,,,,,28.25,113.25,1416.64,17.47,898.5,17.54,2011,224.606,0.513,-2.307,17.9,,1,Table II,2.1,8.4,10.8,18.6,22.4,25.7,29.7,27.8,24.1,18.4,15.7,6.8,,,,,,,,,,,,
5880,8334,Yan,Tianjiling National Park,1,28.11,113.03,,None,,,24,Cinnamomum camphora; Pinus massoniana,Subtropical,Forest,Managed,17.2,1422,,,,IRGA,14,1,,904,102,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.38,5,0.862,0.0515,0,,,,,28.25,113.25,1416.64,17.47,898.5,17.54,2011,224.606,0.513,-2.307,16.8,,1,Table II,2.1,8.4,10.8,18.6,22.4,25.7,29.7,27.8,24.1,18.4,15.7,6.8,,,,,,,,,,,,
5881,8334,Yan,Tianjiling National Park,1,28.11,113.03,,None,,,24,Pinus elliottii,Subtropical,Forest,Managed,17.2,1422,,,,IRGA,14,0.58,,579,95,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.38,5,0.862,0.0515,0,,,,,28.25,113.25,1416.64,17.47,898.5,17.54,2011,224.606,0.513,-2.307,21,,1,Table II,2.1,8.4,10.8,18.6,22.4,25.7,29.7,27.8,24.1,18.4,15.7,6.8,,,,,,,,,,,,
5882,8382,Graham,University of Canterbury Cass Field Station,2,-43.03,171.75,590,None,,,1,Festuca novae-zelandiae; Poa cita; Chionochloa rigida; Chionochloa flavescens,Temperate,Grassland,Managed,,,,,,IRGA,21,1,Exclusion,363,34,,,,,"R10 (L&T), R=a exp(b((1/c)-(1/(T-d))), T in K",Positive,umol CO2/m2/s,,,,,5,0.995,250.96,56.2,227.13,,Positive,0.77,-43.25,171.75,873,8.17,899.7,8.6,2010,140.773,0.423,0.19,9.25,,1,Figure 1,12.9,13.6,11.9,10.1,5.9,3.1,1.7,4.2,6.4,7.7,11.8,13.9,,,,,,,,,,,,
5915,8866,Kong,,1,37.44,127.9,,None,,,,Quercus acutissima,Temperate,Forest,Unmanaged,12.8,1571.6,,,,IRGA,30,1,Exclusion,582,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,,,,0.726,10,0.2627,0.1187,0,,,,,37.25,127.75,1234.79,11.5,744.6,11.88,2014,252.54,0.659,-1.941,15,,1,Rs_Ts_Relationship,-2.5,0.8,6.8,12.9,18.1,22.5,25.9,23.1,19.9,12.7,6.5,-4.1,,,,,,,,,,,,
5916,8887,Rong,Guyuan National Grassland Ecosystem Research Station-UG,1,41.77,115.68,1380,None,,,,Leymus chinensis; Stipa krylovii; Cleistogenes chinensis; Phragmites communis; Carex duriuscula; Taraxacum mongolicum; Artemisia frigid; Polygonum sibiricum,Temperate,Grassland,Unmanaged,1,400,,,,IRGA,5,1,,1670,220,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-15,25,,0.54,6,162,0.081,0,,,None,8.43,41.75,115.75,425.4,3.58,549,3.83,2013,82.079,0.769,1.506,6.87,,1,Figure 2,-15.8,-12.4,-2.5,3.5,14.6,17.1,20.3,19.2,12.3,4.9,-3.8,-11.5,,,,,,,,,,,,
5917,8887,Rong,Guyuan National Grassland Ecosystem Research Station-MG,1,41.77,115.68,1380,None,,,,Leymus chinensis; Stipa krylovii; Cleistogenes chinensis; Phragmites communis; Carex duriuscula; Taraxacum mongolicum; Artemisia frigid; Polygonum sibiricum,Temperate,Grassland,Unmanaged,1,400,,,,IRGA,5,1,,1570,84,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-15,25,,0.71,6,112,0.076,0,,,None,5.544,41.75,115.75,425.4,3.58,549,3.83,2013,82.079,0.769,1.506,6.87,,1,Figure 2,-15.8,-12.4,-2.5,3.5,14.6,17.1,20.3,19.2,12.3,4.9,-3.8,-11.5,,,,,,,,,,,,
5918,8887,Rong,Guyuan National Grassland Ecosystem Research Station-PP,1,41.77,115.68,1380,None,,,,Leymus chinensis,Temperate,Grassland,Managed,1,400,,,,IRGA,5,1,,2480,58,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-15,25,,0.52,6,65,0.102,0,,,None,4.173,41.75,115.75,425.4,3.58,549,3.83,2013,82.079,0.769,1.506,6.87,,1,Figure 2,-15.8,-12.4,-2.5,3.5,14.6,17.1,20.3,19.2,12.3,4.9,-3.8,-11.5,,,,,,,,,,,,
3958,5441,Tian,Tianjiling Forestry Park,1,28.10833333,113.025,100,None,,,31,Cinnamomum camphora,Subtropical,Forest,Unmanaged,17.2,1456,,,,IRGA,,,,989,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,30,,0.93,5,0.1598,0.1377,0,,,Mixed,0.633286568,28.25,113.25,1416.64,17.47,1314.8,18.28,2006,224.606,0.513,-0.453,17.84,,,MGRsD,5.3,5.3,12.3,19.4,23.2,26.9,30,29.9,24.2,21.4,14.2,7.2,0.245,0.525,1.334,1.696,2.819,4.053,4.386,4.119,2.788,2.068,1.092,0.721
3959,5441,Tian,Tianjiling Forestry Park,1,28.10833333,113.025,100,None,,,21,Liquidambar formosana,Subtropical,Forest,Unmanaged,17.2,1456,,,,IRGA,,,,529,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,30,,0.93,5,0.2177,0.0962,0,,,Mixed,0.569704593,28.25,113.25,1416.64,17.47,1314.8,18.28,2006,224.606,0.513,-0.453,17.84,,,MGRsD,5.3,5.3,12.3,19.4,23.2,26.9,30,29.9,24.2,21.4,14.2,7.2,0.245,0.525,1.334,1.696,2.819,4.053,4.386,4.119,2.788,2.068,1.092,0.721
4026,5594,Wickland,Donnelly Flats-WD,1,63.88333333,-145.7333333,,None,,,90,Picea mariana,Boreal,Forest,Natural,,,,,,IRGA,10,0.5,,287,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mmol CO2/m2/hr,-6,7,,0.66,5,2.53,0.189,0,,,,,63.75,-145.75,281.82,-3.61,211.8,-2.47,2003,72.588,1.25,-0.965,-0.97,TAIR_6,0.5,MGRsD and TAIR_Del,-16.4,-9.1,-13.4,-1.2,6,13.2,13.6,11.1,2,-1.1,-14.7,-19.6,,,,,1.595,2.424,2.957,2.46,1.166,0.813,,
4027,5594,Wickland,Donnelly Flats-MD,1,63.88333333,-145.7333333,,None,,,90,Picea mariana,Boreal,Forest,Natural,,,,,,IRGA,10,0.5,,241,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mmol CO2/m2/hr,-11,11,,0.68,5,1.66,0.144,0,,,,1.946209738,63.75,-145.75,281.82,-3.61,211.8,-2.47,2003,72.588,1.25,-0.965,-0.97,TAIR_6,0.5,MGRsD and TAIR_Del,-16.4,-9.1,-13.4,-1.2,6,13.2,13.6,11.1,2,-1.1,-14.7,-19.6,,,,,1.595,2.424,2.957,2.46,1.166,0.813,,
4028,5594,Wickland,Tanana River-PD,1,64.7,-148.3166667,,None,,,130,Picea mariana,Boreal,Forest,Natural,,,,,,IRGA,10,0.5,,377,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mmol CO2/m2/hr,-11,12,,0.87,5,2.98,0.134,0,,,,3.161319346,64.75,-148.25,290.51,-2.84,306.7,-1.77,2003,82.889,1.246,0.195,-0.87,TAIR_6,0.5,MGRsD and TAIR_Del,-19.7,-11.8,-13,0.6,8.6,15.7,15.6,13,4.9,0,-12.3,-22.8,,,,,1.46,2.547,4.455,2.705,0.529,,,
4044,5640,Bond-Lamberty,Boreal Soil and Air Warming Experiment,1,55.883,-98.333,,None,,,15,Picea mariana,Boreal,Forest,Managed,,510,,,,IRGA,15,0.67,Exclusion,293,208,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-1,23,,,2,1.292,1.837,10,,,None,1.292,55.75,-98.25,507.6,-3.16,479.4,-3.35,2008,66.442,1.236,-0.424,-0.5,TAIR_6,0.5,MGRsD and TAIR_Del,-22.2,-24,-15.9,-2.9,4.7,13.9,16,17,6.8,2.7,-9.2,-27.1,,,,,,,,,,,,
4095,5538,Sanderman,Caspar Creek,1,39.4,-123.77,,None,,,100,Pseudotsuga menziesii,Temperate,Forest,Natural,,,,,1400,IRGA,90,1,,571,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,10,25,,0.46,5,1.61,0.032221929,0,,,Positive,,39.25,-123.75,961.4,12.07,885.5,11.86,2005,273.041,0.478,-0.278,12.47,TAIR_8,0.25,MGRsD and TAIR_Del,8.5,10.5,10.9,10.4,13.1,12.9,15.4,14.5,13.1,12.4,10.6,10,1.17,,,1.3,,,,,,,,
4096,5526,Dhital,Takayama Experimental Field Station,1,36.13333333,137.4166667,1342,None,,95,95,Zoysia japonica,Temperate,Grassland,Managed,7.2,2056,,,,IRGA,30,0.5,Extraction,1121,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,10,25,,0.834,5,233.8,0.073,0,,,None,3.062839937,36.25,137.25,1815.37,10.01,1573.5,10.55,2007,225.84,0.538,-1.071,12.4,TAIR_6,0.5,MGRsD and TAIR_Del,-0.9,0.5,0.8,7.7,13.9,18.4,21,24.2,21.3,12.6,5.5,1.6,,,,,3.901,7.173,7.38,9.63,8.067,5.073,,
4097,5526,Dhital,Takayama Experimental Field Station,1,36.13333333,137.4166667,1342,None,,95,95,Zoysia japonica,Temperate,Grassland,Managed,7.2,2056,,,,IRGA,30,0.5,Extraction,1214,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,10,25,,0.863,5,161.7,0.092,0,,,None,2.561567273,36.25,137.25,1815.37,10.01,1591.4,10.22,2008,225.84,0.538,-0.992,11.58,TAIR_6,0.5,MGRsD and TAIR_Del,-2.7,-3.5,1.9,9.2,14.5,17.8,23.6,23.1,19,12.7,5.5,1.5,,,,,3.46,7.18,9.187,9.113,4.229,4.025,,
4098,5524,Lee,Gwangeung Forest,1,38.23333333,127.2666667,,None,,,,Abies holophylla,Temperate,Forest,Managed,11.3,1365,,,,IRGA,30,1,Exclusion,781,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,23,12,0.8,12,41.05,0.147,0,,,None,1.127121859,38.25,127.25,1398.81,9.76,1394.7,8.61,2005,220.144,0.669,-0.019,11.243,,1,MGRsD,-8.5,-7.1,-0.1,9.2,13.7,20.7,23.9,23.8,19.5,11.4,4.8,-8,0.444,0.398,0.771,1.329,2.12,2.632,5.701,3.796,2.132,1.241,0.684,0.359
4099,5524,Lee,Gwangeung Forest,1,38.23333333,127.2666667,,None,,,,Quercus spp.,Temperate,Forest,Managed,11.3,1365,,,,IRGA,30,1,Exclusion,740,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,23,12,0.72,12,43.33,0.129,0,,,Positive,0.993741423,38.25,127.25,1398.81,9.76,1394.7,8.61,2005,220.144,0.669,-0.019,11.243,,1,MGRsD,-8.5,-7.1,-0.1,9.2,13.7,20.7,23.9,23.8,19.5,11.4,4.8,-8,0.444,0.398,0.771,1.329,2.12,2.632,5.701,3.796,2.132,1.241,0.684,0.359
4100,5524,Lee,Gwangeung Forest,2,38.23333333,127.2666667,,None,,,,Abies holophylla,Temperate,Forest,Managed,11.3,1365,,,,IRGA,30,1,Exclusion,608,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,23,13,0.93,12,56.63,0.125,0,,,None,1.247841677,38.25,127.25,1398.81,9.76,1541.6,9.98,2006,220.144,0.669,0.649,11.243,,1,MGRsD,-6.2,-4.2,1.5,8.3,15.9,19.9,22.5,26.1,18.7,14.7,5.5,-3,0.314,0.5,0.734,1.292,2.223,3.897,3.758,4.084,1.389,1.343,0.647,0.461
4101,5524,Lee,Gwangeung Forest,2,38.23333333,127.2666667,,None,,,,Quercus spp.,Temperate,Forest,Managed,11.3,1365,,,,IRGA,30,1,Exclusion,584,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,23,13,0.91,12,50.77,0.117,0,,,Positive,1.032705595,38.25,127.25,1398.81,9.76,1541.6,9.98,2006,220.144,0.669,0.649,11.243,,1,MGRsD,-6.2,-4.2,1.5,8.3,15.9,19.9,22.5,26.1,18.7,14.7,5.5,-3,0.314,0.5,0.734,1.292,2.223,3.897,3.758,4.084,1.389,1.343,0.647,0.461
4102,5522,Yashiro,,1,36.13333333,137.3666667,800,None,,40,40,Cryptomeria japonica,Temperate,Forest,Managed,10.6,1734,,,,IRGA,60,0.33,Extraction,690,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,,,,,5,116.78,0.08,0,,,,1.640774429,36.25,137.25,1815.37,10.01,2058.1,10.06,2006,225.84,0.538,1.075,9.154,,0.33,MGRsD,-4,-1.7,-0.2,7,14.5,18.7,21.8,24.4,18.6,13.7,6.8,1.1,0.847,0.758,0.816,0.948,1.935,2.509,3.438,4.027,2.994,2.182,1.399,1.014
4103,5522,Yashiro,,1,36.13333333,137.3666667,800,None,,40,40,Cryptomeria japonica,Temperate,Forest,Managed,10.6,1734,,,,IRGA,60,0.33,Extraction,680,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,,,,,5,116.78,0.08,0,,,,1.640774429,36.25,137.25,1815.37,10.01,1573.5,10.55,2007,225.84,0.538,-1.071,9.154,,0.33,MGRsD,-0.9,0.5,0.8,7.7,13.9,18.4,21,24.2,21.3,12.6,5.5,1.6,0.881,0.776,0.864,1.099,1.659,2.351,3.25,3.677,3.322,2.141,1.299,0.974
4104,5521,Noh,Gwangeung Forest,2,37.78361111,127.1769444,430,None,,,70,Pinus densiflora,Temperate,Forest,Natural,11.3,1518,,,,IRGA,30,1,,621,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,2,23,,0.77,12,55.636,0.124,0,,,Mixed,1.213740598,37.75,127.25,1470.91,9.38,1466.4,9.61,2008,272.708,0.536,-0.017,9.901,,1,MGRsD,-6.3,-4.8,4.1,11,14.6,19,23.1,22.4,18.1,12.3,4.1,-2.3,0.15,0.274,0.477,0.844,1.368,3.03,6.074,4.647,2.009,1.224,0.746,
4105,5521,Noh,Gwangeung Forest,2,37.78361111,127.1769444,430,None,,,70,Pinus densiflora,Temperate,Forest,Natural,11.3,1518,,,,IRGA,30,1,,745,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,2,23,,0.8,12,58.26,0.133,0,,,Mixed,1.390679216,37.75,127.25,1470.91,9.38,1466.4,9.61,2008,272.708,0.536,-0.017,9.901,,1,MGRsD,-6.3,-4.8,4.1,11,14.6,19,23.1,22.4,18.1,12.3,4.1,-2.3,0.15,0.274,0.477,0.844,1.368,3.03,6.074,4.647,2.009,1.224,0.746,
4106,5521,Noh,Gwangeung Forest,2,37.78361111,127.1769444,430,None,,,70,Pinus densiflora,Temperate,Forest,Natural,11.3,1518,,,,IRGA,30,1,,696,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,2,23,,0.8,12,59.64,0.128,0,,,Mixed,1.354189351,37.75,127.25,1470.91,9.38,1466.4,9.61,2008,272.708,0.536,-0.017,9.901,,1,MGRsD,-6.3,-4.8,4.1,11,14.6,19,23.1,22.4,18.1,12.3,4.1,-2.3,0.15,0.274,0.477,0.844,1.368,3.03,6.074,4.647,2.009,1.224,0.746,
4107,5520,Ohtsuka,Takayama Forest Research Station,1,36.12,137.3833333,1160,None,,,18,Betula platyphylla; Castanea crenata; Quercus crispula,Temperate,Forest,Unmanaged,7.3,2400,,,,IRGA,30,1,Extraction,655,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/hr,5,24,,0.66,1,0.0252,0.0971,0,,,,1.540340505,36.25,137.25,1815.37,10.01,1915.3,9.87,2005,225.84,0.538,0.442,9.73,TAIR_2,0.83,MGRsD and TAIR_Del,-2.8,-2.3,-0.6,9.3,13.1,19.9,22.3,23,20.5,13.6,5.1,-2.7,,,,0.867,1.619,2.746,3.769,4.604,3.728,2.601,1.371,0.829
4108,5520,Ohtsuka,Takayama Forest Research Station,1,36.12,137.3833333,1160,None,,,18,Betula platyphylla; Castanea crenata; Quercus crispula,Temperate,Forest,Unmanaged,7.3,2400,,,,IRGA,30,1,Extraction,709,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/hr,5,24,,0.66,1,0.0252,0.0971,0,,,,1.540340505,36.25,137.25,1815.37,10.01,2058.1,10.06,2006,225.84,0.538,1.075,9.73,TAIR_2,0.83,MGRsD and TAIR_Del,-4,-1.7,-0.2,7,14.5,18.7,21.8,24.4,18.6,13.7,6.8,1.1,,,0.789,0.976,1.706,2.605,3.774,5.151,3.65,2.44,1.647,0.772
4109,5458,Wang,Changbai Mountains Forest Ecosystem Research Station,3,42.4,128.1,748,None,,,180,Pinus koraiensis; Fraximus mandshurica; Tilia amurensis,Temperate,Forest,Natural,3.6,705,,,,IRGA,21,1,,935.4,53.3,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,20,22,0.837,5,3.239,0.102,10,,,Mixed,3.239,42.25,128.25,764.26,1.76,752.9,2.98,2004,113.512,0.661,-0.1,7.35,,1,Table 2,-14.3,-10.1,-6.3,4.1,9.9,16.7,17.7,17,12,4.3,-2.5,-12.8,,,,,,,,,,,,
4110,5458,Wang,Changbai Mountains Forest Ecosystem Research Station,3,42.4,128.1,746,None,,,60,Betula platyphylla; Populus davidiana,Temperate,Forest,Unmanaged,3.6,705,,,,IRGA,21,1,,1477.9,61.8,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,20,13,0.852,5,4.183,0.078,10,,,Positive,4.183,42.25,128.25,764.26,1.76,752.9,2.98,2004,113.512,0.661,-0.1,9.12,,1,Table 2,-14.3,-10.1,-6.3,4.1,9.9,16.7,17.7,17,12,4.3,-2.5,-12.8,,,,,,,,,,,,
4111,5458,Wang,Changbai Mountains Forest Ecosystem Research Station,3,42.4,128.1,674,None,,,15,Larix olgensis,Temperate,Forest,Managed,3.6,705,,,,IRGA,21,1,,830.7,48.7,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,20,13,0.84,5,2.791,0.07,10,,,Mixed,2.791,42.25,128.25,764.26,1.76,752.9,2.98,2004,113.512,0.661,-0.1,6.57,,1,Table 2,-14.3,-10.1,-6.3,4.1,9.9,16.7,17.7,17,12,4.3,-2.5,-12.8,,,,,,,,,,,,
