Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rs_max,Rs_maxday,Rs_min,Rs_minday,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,Lat_Adj,Long_Adj,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual,TAnnual_Del
3691,00:00.0,4934,Koehler,NA,,BBL,Panama,,Barro Colorado National Monument,2006,1,9.1,-79.83333333,43,None,,NA,NA,Mix,Tropical,Forest,Natural,,Mature,Endogleyic Cambisol/Acric Nitisol (clay),Dry,NA,NA,NA,NA,NA,27.4,2650,NA,NA,NA,Gas chromatography,45,1,,1712,159,105.3589104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,24,27,51,0.15,5,-484.45,26.71,0,NA,NA,Mixed,NA,NA,NA,NA,NA,3.96,24,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.1,-0.167,9.25,-79.75,2790.4,26.23,3115.5,26.78,2006,323.524,0.536,1.005,25.45,26.78
3692,00:00.0,4934,Koehler,NA,,BBL,Panama,Chiriqu’,Fortuna Forest Reserve,2006,1,8.75,-82.25,1250,None,,NA,NA,Mix,Tropical,Forest,Natural,,Mature,Aluandic Andosols (sandy loam),Dry,NA,NA,NA,NA,NA,20.1,5532,NA,NA,NA,Gas chromatography,45,1,,993,62,53.74011537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,16,21,26,0.27,5,-86.34,10.51,0,NA,NA,Mixed,NA,NA,NA,NA,NA,2.7,16,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.25,0.25,8.75,-82.25,3702.22,19.13,3993,19.11,2006,362.126,0.685,0.803,18.09,19.11
3660,00:00.0,4938,Kolari,NA,,BBL,Finland,,SMEAR II,2004,1,61.85,24.28333333,180,None,,40,40,Pinus sylvestris,Boreal,Forest,Unmanaged,Evergreen,Mature,Haplic podzol,Dry,NA,NA,NA,NA,NA,NA,NA,NA,4.1,718,IRGA,0.1,1,,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,16,NA,NA,5,0.95,0.1,0,NA,NA,,2.6,2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,1068,836,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Model estimated from Figure 7,0.15,-0.283,61.75,24.25,590.34,3.33,506.2,3.81,2004,84.841,1.062,-0.992,5.159,3.81
3483,00:00.0,5125,Shimizu,NA,,BBL,Japan,Hokkaido,Shizunai Experimental Livestock Farm,2005,1,42.43333333,142.4833333,NA,None,,30,30,Phalaris arundinacea; Alopecurus pratensis,Temperate,Grassland,Managed,Deciduous,Mature,Thaptic Melanudands Mollic Andisol,Dry,0.78,NA,74,19,4,7.9,1365,NA,NA,1152,IRGA,15,1,Exclusion,1070,20,28.28427125,NA,NA,NA,NA,NA,40,1030,0.037383178,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-2,27,NA,0.86,5,13.9,0.15,0,NA,NA,None,1.442024956,4.48168907,4.48168907,4.48168907,4.48168907,NA,NA,NA,NA,NA,NA,NA,NA,-80,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7660,30,,-0.433,-0.483,42.25,142.25,1136.87,7.82,1067,7.87,2005,177.275,0.515,0.016,8.835,7.87
3486,00:00.0,5125,Shimizu,NA,,BBL,Japan,Hokkaido,Shizunai Experimental Livestock Farm,2006,1,42.43333333,142.4833333,NA,None,,30,30,Phalaris arundinacea; Alopecurus pratensis,Temperate,Grassland,Managed,Deciduous,Mature,Thaptic Melanudands Mollic Andisol,Dry,0.78,NA,74,19,4,7.9,1365,NA,NA,1047,IRGA,15,1,Exclusion,1030,20,NA,NA,NA,NA,NA,NA,650,380,0.631067961,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-2,27,NA,0.86,5,13.9,0.15,0,NA,NA,None,1.442024956,4.48168907,4.48168907,4.48168907,4.48168907,NA,NA,NA,NA,NA,NA,NA,NA,-390,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7660,NA,,-0.433,-0.483,42.25,142.25,1136.87,7.82,986.2,8.24,2006,177.275,0.515,0.016,8.835,8.24
3438,00:00.0,5178,Tian,NA,,BBL,China,Hunan,Huitong Ecosystem Research Station,2006,1,26.83333333,109.75,335,None,,40,2,Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Aggrading,Acrisol (clay loam red soil),Dry,NA,NA,NA,NA,NA,NA,1300,NA,NA,NA,IRGA,30,1,,1022,76,NA,2.9,180,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,27,NA,0.92,5,0.1521,0.1021,0,NA,NA,None,0.422224937,NA,2.775969346,2.775969346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.167,0.25,26.75,109.75,1356.87,16.7,1367.7,17.26,2006,163.21,0.394,0.066,21.5,17.26
3431,00:00.0,5216,Wang,NA,,BBL,China,,Qianyanzhou Ecological Station,2004,1,26.74203,115.05783,92,None,,NA,20,Pinus elliottii; Pinus massoniana; Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,Red-yellow soil,Dry,1.51,NA,NA,NA,NA,17.9,1485,NA,NA,1376,Gas chromatography,3.5,1,,605,NA,79,NA,NA,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Other,Positive,mg C/m2/hr,2,27,NA,0.79,5,66.4,0.071,0.679,NA,NA,Positive,NA,NA,2.03,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,NA,NA,NA,4.5,88.5382719,NA,NA,NA,NA,NA,NA,NA,NA,,0.258,-0.058,26.75,115.25,1531.99,17.51,1412.8,17.83,2004,314.977,0.434,-0.378,16.907,17.83
3432,00:00.0,5216,Wang,NA,,BBL,China,,Qianyanzhou Ecological Station,2005,1,26.74203,115.05783,92,None,,NA,20,Pinus elliottii; Pinus massoniana; Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,Red-yellow soil,Dry,1.51,NA,NA,NA,NA,17.9,1485,NA,NA,1469,Gas chromatography,3.5,1,,717,NA,23,NA,NA,NA,NA,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Other,Positive,mg C/m2/hr,2,27,NA,0.79,5,66.4,0.071,0.679,NA,NA,Positive,NA,NA,2.03,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,NA,NA,NA,4.5,88.5382719,NA,NA,NA,NA,NA,NA,NA,NA,,0.258,-0.058,26.75,115.25,1531.99,17.51,1412.8,17.44,2005,314.977,0.434,-0.378,16.907,17.44
3433,00:00.0,5216,Wang,NA,,BBL,China,,Qianyanzhou Ecological Station,2006,1,26.74203,115.05783,92,None,,NA,20,Pinus elliottii; Pinus massoniana; Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,Red-yellow soil,Dry,1.51,NA,NA,NA,NA,17.9,1485,NA,NA,1471,Gas chromatography,3.5,1,,684,NA,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Other,Positive,mg C/m2/hr,2,27,NA,0.79,5,66.4,0.071,0.679,NA,NA,Positive,NA,NA,2.03,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,NA,NA,NA,4.5,88.5382719,NA,NA,NA,NA,NA,NA,NA,NA,,0.258,-0.058,26.75,115.25,1531.99,17.51,1688.8,17.93,2006,314.977,0.434,0.498,16.907,17.93
3430,00:00.0,5227,Wieser,NA,,BBL,Spain,Canary Islands,La Victoria,2007,1.25,28.29,-16.63,1650,None,,NA,50,Pinus canariensis,Mediterranean,Forest,Unmanaged,Evergreen,Mature,Andosol,Dry,NA,NA,65,32,3,12.6,695,NA,NA,NA,IRGA,30,1,,722.26,NA,NA,3.7,94,0.14,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,4,13,NA,0.78,10,0.573,0.0924,0,NA,NA,,2.49,NA,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,53.8,NA,NA,NA,NA,NA,NA,NA,NA,,0.417,0.25,28.75,-27.25,333.18,14.05,380.8,14.2,2007,126.968,0.594,-0.07,10.592,14.2
3385,00:00.0,5278,Zu,NA,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2001,1,45.333,127.5667,340,None,,NA,32,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,IRGA,30,0.5,,842,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,99,0.8369,5,0.385,0.1416,0,NA,NA,None,1.59,4.12,4.12,4.12,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,1537,1850,NA,100,,-0.333,0.433,45.25,127.75,659.31,2.77,575.6,3.02,2001,106.073,0.933,-0.789,6.247,3.02
3386,00:00.0,5278,Zu,NA,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2002,1,45.333,127.5667,340,None,,NA,33,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,IRGA,30,0.5,,929,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,59,0.429,5,0.6915,0.1231,0,NA,NA,None,2.37,3.42,3.42,3.42,3.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.333,0.433,45.25,127.75,659.31,2.77,738.6,3.63,2002,106.073,0.933,0.748,6.247,3.63
3387,00:00.0,5278,Zu,NA,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2003,1,45.333,127.5667,340,None,,NA,34,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,IRGA,30,0.5,,874,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,61,0.5581,5,0.9094,0.0972,0,NA,NA,None,2.4,2.64,2.64,2.64,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.333,0.433,45.25,127.75,659.31,2.77,729,4.17,2003,106.073,0.933,0.657,6.247,4.17
3388,00:00.0,5278,Zu,NA,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2004,1,45.333,127.5667,340,None,,NA,35,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,IRGA,30,0.5,,823,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,108,0.6366,5,0.4984,0.1211,0,NA,NA,None,1.67,3.36,3.36,3.36,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.333,0.433,45.25,127.75,659.31,2.77,664.6,3.98,2004,106.073,0.933,0.05,6.247,3.98
3389,00:00.0,5278,Zu,NA,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2005,1,45.333,127.5667,340,None,,NA,36,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,IRGA,30,0.5,,868,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,114,0.5373,5,0.7432,0.1039,0,NA,NA,None,2.1,2.83,2.83,2.83,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.333,0.433,45.25,127.75,659.31,2.77,664.6,3.23,2005,106.073,0.933,0.05,6.247,3.23
3390,00:00.0,5278,Zu,NA,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2006,1,45.333,127.5667,340,None,,NA,37,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,IRGA,30,0.5,,857,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,96,0.7811,5,0.4031,0.1293,0,NA,NA,None,1.47,3.64,3.64,3.64,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.333,0.433,45.25,127.75,659.31,2.77,703.8,3.71,2006,106.073,0.933,0.419,6.247,3.71
3391,00:00.0,5278,Zu,NA,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2001,1,45.333,127.5667,340,None,,NA,4,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,IRGA,30,0.5,,592,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,31,0.7837,5,1.3346,0.059,0,NA,NA,None,2.41,1.8,1.8,1.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.333,0.433,45.25,127.75,659.31,2.77,575.6,3.02,2001,106.073,0.933,-0.789,6.247,3.02
3392,00:00.0,5278,Zu,NA,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2002,1,45.333,127.5667,340,None,,NA,5,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,IRGA,30,0.5,,847,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,24,0.6704,5,1.3346,0.059,0,NA,NA,None,2.41,2.29,2.29,2.29,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.333,0.433,45.25,127.75,659.31,2.77,738.6,3.63,2002,106.073,0.933,0.748,6.247,3.63
3393,00:00.0,5278,Zu,NA,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2003,1,45.333,127.5667,340,None,,NA,6,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,IRGA,30,0.5,,821,NA,NA,NA,NA,NA,NA,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,20,0.6812,5,1.0428,0.0834,0,NA,NA,None,2.4,2.3,2.3,2.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.333,0.433,45.25,127.75,659.31,2.77,729,4.17,2003,106.073,0.933,0.657,6.247,4.17
3394,00:00.0,5278,Zu,NA,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2004,1,45.333,127.5667,340,None,,NA,7,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,IRGA,30,0.5,,630,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,28,0.8292,5,0.5783,0.1127,0,NA,NA,None,1.78,3.09,3.09,3.09,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.333,0.433,45.25,127.75,659.31,2.77,664.6,3.98,2004,106.073,0.933,0.05,6.247,3.98
3395,00:00.0,5278,Zu,NA,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2005,1,45.333,127.5667,340,None,,NA,8,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,IRGA,30,0.5,,768,NA,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,39,0.7037,5,0.8803,0.0912,0,NA,NA,None,2.19,2.49,2.49,2.49,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.333,0.433,45.25,127.75,659.31,2.77,664.6,3.23,2005,106.073,0.933,0.05,6.247,3.23
3396,00:00.0,5278,Zu,NA,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2006,1,45.333,127.5667,340,None,,NA,9,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,IRGA,30,0.5,,548,NA,NA,NA,NA,NA,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,36,0.744,5,0.8468,0.098,0,NA,NA,None,2.26,2.66,2.66,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.333,0.433,45.25,127.75,659.31,2.77,703.8,3.71,2006,106.073,0.933,0.419,6.247,3.71
4159,00:00.0,5303,Wang,NA,,BBL,China,,Changbai Mountain Natural Reserve,2003,1,42.4025,128.0958333,738,None,,NA,250,Pinus koraiensis; Tilia amurensis; Quercus mongolica; Fraxinus mandschurica,Temperate,Forest,Natural,Deciduous,Mature,Mollisols,Dry,NA,NA,NA,NA,NA,3.6,700,NA,NA,NA,Gas chromatography,15,1,,593,NA,NA,4.12,226,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-5,15,58,0.87,5,0.64,0.101,0,NA,NA,None,1.75718465,2.745601015,2.745601015,NA,NA,NA,NA,NA,NA,NA,NA,1220,1030,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,43.2,NA,NA,NA,NA,NA,NA,NA,NA,,-0.403,-0.096,42.25,128.25,764.26,1.76,695.3,2.68,2003,113.512,0.661,-0.608,6.69,2.68
4234,00:00.0,5317,Ruehr,NA,,BBL,Switzerland,,LŠgeren,2007,1.5,47.47833333,8.364388889,680,None,,NA,100,Quercus robur,Temperate,Forest,Managed,Deciduous,Mature,Haplic cambisols,Dry,NA,NA,NA,NA,NA,8.4,930,NA,NA,NA,IRGA,17.5,1,Exclusion,783,NA,NA,NA,NA,NA,NA,NA,240,546,0.31,NA,NA,NA,NA,NA,NA,NA,NA,,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.57,5,1.86,333,10,-46.02,NA,,1.86,NA,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,83.5,NA,3900,10,,-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922,9.11
4235,00:00.0,5317,Ruehr,NA,,BBL,Switzerland,,LŠgeren,2007,1.5,47.47833333,8.364388889,680,None,,NA,100,Fagus sylvatica,Temperate,Forest,Managed,Deciduous,Mature,Haplic cambisols,Dry,NA,NA,NA,NA,NA,8.4,930,NA,NA,NA,IRGA,17.5,1,Exclusion,901,NA,NA,NA,NA,NA,NA,NA,405,497,0.45,NA,NA,NA,NA,NA,NA,NA,NA,,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.91,5,2.23,333,10,-46.02,NA,,2.23,NA,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,78.5,NA,3900,10,,-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922,9.11
4236,00:00.0,5317,Ruehr,NA,,BBL,Switzerland,,LŠgeren,2007,1.5,47.47833333,8.364388889,680,None,,NA,100,Fagus sylvatica,Temperate,Forest,Managed,Deciduous,Mature,Haplic cambisols,Dry,NA,NA,NA,NA,NA,8.4,930,NA,NA,NA,IRGA,17.5,1,Exclusion,752,NA,NA,NA,NA,NA,NA,NA,215,536,0.29,NA,NA,NA,NA,NA,NA,NA,NA,,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.8,5,1.94,333,10,-46.02,NA,,1.94,NA,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,28,NA,3900,10,,-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922,9.11
4237,00:00.0,5317,Ruehr,NA,,BBL,Switzerland,,LŠgeren,2007,1.5,47.47833333,8.364388889,680,None,,NA,100,Abies alba,Temperate,Forest,Managed,Deciduous,Mature,Haplic cambisols,Dry,NA,NA,NA,NA,NA,8.4,930,NA,NA,NA,IRGA,17.5,1,Exclusion,1128,NA,NA,NA,NA,NA,NA,NA,718,412,0.64,NA,NA,NA,NA,NA,NA,NA,NA,,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.79,5,2.88,333,10,-46.02,NA,,2.88,NA,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,94,NA,3900,10,,-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922,9.11
4238,00:00.0,5317,Ruehr,NA,,BBL,Switzerland,,LŠgeren,2007,1.5,47.47833333,8.364388889,680,None,,NA,100,Abies alba,Temperate,Forest,Managed,Deciduous,Mature,Haplic cambisols,Dry,NA,NA,NA,NA,NA,8.4,930,NA,NA,NA,IRGA,17.5,1,Exclusion,1075,NA,NA,NA,NA,NA,NA,NA,747,336,0.69,NA,NA,NA,NA,NA,NA,NA,NA,,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.89,5,2.58,333,10,-46.02,NA,,2.58,NA,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,63,NA,3900,10,,-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922,9.11
4239,00:00.0,5317,Ruehr,NA,,BBL,Switzerland,,LŠgeren,2007,1.5,47.47833333,8.364388889,680,None,,NA,100,Abies alba,Temperate,Forest,Managed,Deciduous,Mature,Haplic cambisols,Dry,NA,NA,NA,NA,NA,8.4,930,NA,NA,NA,IRGA,17.5,1,Exclusion,847,NA,NA,NA,NA,NA,NA,NA,365,495,0.43,NA,NA,NA,NA,NA,NA,NA,NA,,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.84,5,2.05,333,10,-46.02,NA,,2.05,NA,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,46.5,NA,3900,10,,-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922,9.11
